OTU	M1	M2	M3	M4	M5	M6	M7	M8
Rozellomycota_sp_94	1	0	0	0	0	0	0	0
Leptodiscella_sexualis_3	0	0	0	0	0	0	1	0
GS11_sp_98	0	0	0	0	0	0	0	1
Pezizaceae_sp_16	0	0	0	0	0	0	0	1
Fungi_sp_296	0	0	0	0	0	0	0	1
GS11_sp_99	0	0	0	0	0	0	0	1
GS11_sp_100	0	0	0	1	0	0	0	0
GS11_sp_101	0	0	0	0	0	0	0	1
Toxicocladosporium_chlamydosporum_12	0	0	0	0	0	0	1	0
Rozellomycota_sp_95	0	0	0	0	0	0	1	0
Chytridiomycota_sp_11	0	0	0	0	0	0	1	0
Clavariaceae_sp_3	0	0	0	0	0	0	1	0
Fenestella_parafenestrata_61	1	0	0	0	0	0	0	0
Laburnicola_nematophila_1	1	0	0	0	0	0	0	0
Podosporaceae_sp_5	0	0	0	0	0	0	0	1
GS11_sp_102	0	0	0	0	1	0	0	0
Fungi_sp_297	0	1	0	0	0	0	0	0
Chytridiomycota_sp_12	0	0	0	0	0	0	1	0
Serendipitaceae_sp_12	0	0	0	0	0	0	1	0
Ascomycota_sp_78	0	1	0	0	0	0	0	0
Neocucurbitaria_aetnensis_28	0	0	0	0	0	0	1	0
Cochlearomycetaceae_sp_1	0	0	0	0	0	0	0	1
Keratinophyton_lemmensii_1	1	0	0	0	0	0	0	0
Ascomycota_sp_79	0	0	0	0	0	1	0	0
Entolomataceae_sp_2	0	0	0	0	0	0	0	1
Stolonocarpus_sp_4	0	0	0	1	0	0	0	0
Ampelomyces_quisqualis_1	0	0	0	0	0	0	0	1
Fungi_sp_298	0	0	0	0	0	0	1	0
Neoophiobolus_chromolaenae_2	0	0	0	0	0	1	0	0
Onygenales_sp_11	0	0	0	0	0	0	0	1
Glomeraceae_sp_62	0	0	0	1	0	0	0	0
Microascaceae_sp_4	0	0	0	0	0	0	1	0
Neosetophoma_lonicerae_2	0	0	0	0	0	0	0	1
Chaetothyriales_sp_26	0	0	0	0	0	1	0	0
Helminthosporium_genistae_11	0	0	0	1	0	0	0	0
Neocucurbitaria_aetnensis_29	0	1	0	0	0	0	0	0
Fungi_sp_299	0	0	0	1	0	0	0	0
Fungi_sp_300	0	0	0	0	0	0	0	1
Fenestella_parafenestrata_62	0	0	0	1	0	0	0	0
Davidiellomyces_australiensis_24	0	0	0	1	0	0	0	0
Neocucurbitaria_aetnensis_30	0	0	0	0	0	0	1	0
Evansstolkia_leycettana_1	0	0	0	0	0	0	1	0
Fungi_sp_301	0	0	0	0	0	1	0	0
Davidiellomyces_australiensis_25	0	0	0	0	0	0	0	1
Ascomycota_sp_80	0	0	0	0	0	0	1	0
Glomeraceae_sp_63	0	0	0	0	0	0	1	0
GS11_sp_103	0	1	0	0	0	0	0	0
Microascaceae_sp_5	0	0	0	0	0	1	0	0
Agaricomycetes_sp_32	0	0	0	0	0	0	1	0
Fungi_sp_302	1	0	0	0	0	0	0	0
Rozellomycota_sp_96	0	0	0	0	0	0	0	1
Rozellomycota_sp_97	0	0	0	0	0	0	1	0
Glomeromycetes_sp_3	0	1	0	0	0	0	0	0
Neocucurbitaria_aetnensis_31	0	0	0	0	0	0	0	1
GS11_sp_104	1	0	0	0	0	0	0	0
Rozellomycota_sp_98	0	0	0	0	0	0	1	0
Fungi_sp_303	0	0	0	0	0	0	1	0
Fungi_sp_304	0	0	0	1	0	0	0	0
Fenestella_parafenestrata_63	0	0	0	1	0	0	0	0
Fungi_sp_305	0	0	0	0	0	0	1	0
Herpotrichiellaceae_sp_13	0	0	0	0	0	0	1	0
Ascomycota_sp_81	0	0	0	0	0	0	1	0
Leptodiscella_sexualis_4	0	0	0	0	0	0	1	0
Fungi_sp_306	0	0	0	0	0	0	0	1
Pezizomycotina_sp_20	1	0	0	0	0	0	0	0
GS11_sp_105	0	0	0	0	0	0	1	0
Pezizaceae_sp_17	0	1	0	0	0	0	0	0
Davidiellomyces_australiensis_26	0	0	0	1	0	0	0	0
Orbiliaceae_sp_9	1	0	0	0	0	0	0	0
Mortierellales_sp_9	0	0	0	0	0	0	0	1
Fungi_sp_307	0	0	0	0	0	0	1	0
GS11_sp_106	0	0	0	0	0	0	1	0
Phyllosticta_capitalensis_1	0	0	0	1	0	0	0	0
Fungi_sp_308	0	1	0	0	0	0	0	0
Dacrymycetaceae_sp_1	0	0	0	0	0	1	0	0
Fungi_sp_309	1	0	0	0	0	0	0	0
Ascomycota_sp_82	0	0	0	1	0	0	0	0
Pezizomycotina_sp_21	1	0	0	0	0	0	0	0
Sporormiella_sp_2	0	0	0	0	0	0	1	0
Rozellomycota_sp_99	0	1	0	0	0	0	0	0
Fenestella_parafenestrata_64	0	0	0	0	0	0	0	1
Fenestella_parafenestrata_65	0	0	0	0	0	0	1	0
Pyrenochaeta_sp_7	0	0	0	0	0	0	1	0
Fungi_sp_310	0	0	0	0	0	1	0	0
Fenestella_parafenestrata_66	0	0	0	1	0	0	0	0
Pseudoarthrographis_sp_17	0	0	0	0	0	0	0	1
Ascomycota_sp_83	0	0	0	0	0	0	1	0
Spizellomycetales_sp_8	0	0	0	0	0	0	0	1
Italica_achilleae_1	0	0	0	0	0	0	1	0
Herpotrichiellaceae_sp_14	0	1	0	0	0	0	0	0
Stagonospora_uniseptata_1	0	0	0	1	0	0	0	0
GS11_sp_107	0	0	0	1	0	0	0	0
Aphelidiomycota_sp_18	0	0	0	0	0	0	1	0
Chaetosphaeronema_achilleae_1	0	0	0	0	0	0	1	0
Fenestella_parafenestrata_67	0	0	0	0	0	1	0	0
Chytridiomycota_sp_13	0	0	0	0	0	0	0	1
Rhizophydiales_sp_18	0	0	0	0	0	0	0	1
Ampelomyces_quisqualis_2	0	0	0	0	0	0	0	1
Ascomycota_sp_84	1	0	0	0	0	0	0	0
GS11_sp_108	0	0	0	0	0	0	1	0
Fungi_sp_311	0	0	0	0	0	0	1	0
Ascomycota_sp_85	0	0	0	0	0	0	1	0
GS11_sp_109	0	0	0	0	0	0	0	1
Davidiellomyces_australiensis_27	0	0	0	0	0	0	1	0
Pithomyces_graminicola_1	0	0	0	0	0	0	0	1
Fungi_sp_312	0	0	0	0	0	0	1	0
Orbiliales_sp_22	0	0	0	1	0	0	0	0
Paracymostachys_euphorbiae_1	0	0	1	0	0	0	0	0
Kickxellomycota_sp_5	1	0	0	0	0	0	0	0
Rozellomycota_sp_100	0	0	0	0	0	0	1	0
Nothophoma_ngayawang_5	1	0	0	0	0	0	0	0
Fungi_sp_313	0	0	0	0	0	0	0	1
Discinellaceae_sp_4	0	0	0	0	0	0	1	0
GS11_sp_110	0	0	0	1	0	0	0	0
Rozellomycota_sp_101	0	0	0	0	0	0	1	0
GS11_sp_111	0	0	0	0	0	0	1	0
Agaricomycetes_sp_33	0	1	0	0	0	0	0	0
Herpotrichiellaceae_sp_15	0	0	0	0	0	0	1	0
Rozellomycota_sp_102	0	0	0	0	0	0	0	1
Sympoventuriaceae_sp_6	0	0	0	1	0	0	0	0
GS11_sp_112	0	0	0	0	0	0	0	1
zz_no_fungi_16	0	0	0	0	0	0	0	1
Epicoccum_thailandicum_8	0	1	0	0	0	0	0	0
Fungi_sp_314	0	0	0	0	0	0	0	1
Scytalidium_sp_1	0	1	0	0	0	0	0	0
Nothophoma_ngayawang_6	0	0	0	0	0	0	1	0
Ophiosphaerella_taiwanica_2	0	1	0	0	0	0	0	0
Kiskunsagia_ubrizsyi_25	0	0	0	0	0	0	1	0
Lecanoraceae_sp_1	0	0	0	1	0	0	0	0
Davidiellomyces_australiensis_28	0	0	0	0	0	0	1	0
Hermetothecium_mikaniae-micranthae_6	0	0	0	1	0	0	0	0
Falciformispora_senegalensis_4	0	0	0	0	0	0	0	1
Rozellomycota_sp_103	0	1	0	0	0	0	0	0
Fungi_sp_315	0	0	0	0	0	0	0	1
Catenariaceae_sp_1	0	0	0	0	0	1	0	0
Ascochyta_medicaginicola_var._macrospora_2	0	0	0	0	0	0	1	0
Glomeraceae_sp_64	0	0	0	1	0	0	0	0
Ascomycota_sp_86	0	0	0	0	0	0	0	1
Paraphoma_pye_2	0	0	0	0	0	0	1	0
Eurotiomycetes_sp_1	1	0	0	0	0	0	0	0
Didymella_longicolla_1	0	1	0	0	0	0	0	0
Superstratomyces_albomucosus_1	0	0	0	0	0	0	1	0
Bipolaris_drechsleri_5	1	0	0	0	0	0	0	0
Fungi_sp_316	0	1	0	0	0	0	0	0
Sordariales_sp_21	0	0	0	0	0	0	1	0
Rozellomycota_sp_104	0	0	0	0	0	0	0	1
Fungi_sp_317	0	0	0	0	0	0	0	1
GS11_sp_113	0	0	0	0	0	0	1	0
Blastocladiales_sp_11	0	0	0	1	0	0	0	0
Fungi_sp_318	0	1	0	0	0	0	0	0
Fungi_sp_319	0	0	0	0	0	1	0	0
Preussia_procaviae_1	0	0	0	0	0	0	0	1
Neosonderhenia_eucalypti_2	0	0	0	0	0	0	1	0
Davidiellomyces_australiensis_29	1	0	0	0	0	0	0	0
Agaricales_sp_14	0	0	0	0	0	1	0	0
Heterotruncatella_spadicea_1	0	0	0	0	0	0	1	0
GS11_sp_114	0	0	0	0	0	0	0	1
Acrocalymma_ampeli_5	0	0	0	0	0	1	0	0
Fungi_sp_320	0	0	0	0	0	0	0	1
Basidiobolomycota_sp_2	0	0	0	0	0	0	1	0
Pseudoarthrographis_sp_18	0	0	0	1	0	0	0	0
Serendipitaceae_sp_13	0	0	0	1	0	0	0	0
GS11_sp_115	0	0	0	0	0	0	1	0
Fungi_sp_321	0	0	0	0	0	0	1	0
Sebacinales_sp_8	0	0	0	0	0	0	1	0
Trichocomaceae_sp_1	1	0	0	0	0	0	0	0
Fungi_sp_322	1	0	0	0	0	0	0	0
Nothophoma_ngayawang_7	0	0	0	0	0	0	0	1
Glomeraceae_sp_65	0	0	0	0	0	0	1	0
Fenestella_parafenestrata_68	0	0	0	1	0	0	0	0
Fungi_sp_323	0	0	0	0	0	0	1	0
Pleosporales_sp_31	0	0	0	0	0	0	1	0
Pseudoarthrographis_sp_19	0	0	0	0	0	0	1	0
Fungi_sp_324	0	0	0	0	0	0	0	1
Glomeraceae_sp_66	0	0	0	0	0	0	1	0
Neocucurbitaria_aetnensis_32	0	0	0	1	0	0	0	0
Neocucurbitaria_aetnensis_33	0	0	0	0	0	1	0	0
Pezizaceae_sp_18	0	0	0	0	0	0	1	0
Kiskunsagia_ubrizsyi_26	0	1	0	0	0	0	0	0
Sympoventuriaceae_sp_7	0	0	0	0	0	1	0	0
Fungi_sp_325	0	0	0	1	0	0	0	0
Chytridiomycota_sp_14	1	0	0	0	0	0	0	0
Rozellomycota_sp_105	1	0	0	0	0	0	0	0
Hypocreales_sp_17	1	0	0	0	0	0	0	0
Rozellomycota_sp_106	0	0	0	1	0	0	0	0
Pleosporales_sp_32	0	0	0	0	0	0	1	0
Davidiellomyces_australiensis_30	1	0	0	0	0	0	0	0
Kiskunsagia_ubrizsyi_27	0	0	0	1	0	0	0	0
Chaetothyriales_sp_27	0	0	0	0	0	0	1	0
Fungi_sp_326	0	0	0	0	0	0	1	0
GS11_sp_116	0	0	0	0	0	0	0	1
Pleosporales_sp_33	0	0	0	0	0	0	1	0
Phialophora_cyclaminis_2	0	0	0	0	0	0	1	0
Fenestella_parafenestrata_69	0	1	0	0	0	0	0	0
Torula_chromolaenae_1	0	0	0	0	0	0	0	1
Fungi_sp_327	0	0	0	1	0	0	0	0
Nothophoma_ngayawang_8	0	0	0	0	0	1	0	0
Rozellomycota_sp_107	0	0	0	0	0	0	1	0
Fungi_sp_328	1	0	0	0	0	0	0	0
Orbiliaceae_sp_10	0	0	0	0	0	0	0	1
Sporocybe_sp_2	0	0	0	0	0	0	0	1
Ascomycota_sp_87	0	0	0	0	0	0	1	0
Ascomycota_sp_88	0	0	0	0	0	0	1	0
Heterophoma_nobilis_5	0	0	0	0	0	0	1	0
Xylariales_sp_7	0	0	0	0	0	0	1	0
Chytridiomycota_sp_15	0	0	0	0	0	0	0	1
Mortierellaceae_sp_16	0	0	0	1	0	0	0	0
Linnemannia_amoeboidea_6	0	0	0	0	0	0	1	0
Chytridiomycota_sp_16	0	0	0	0	0	0	0	1
Sebacinales_sp_9	0	0	0	0	0	1	0	0
Fungi_sp_329	0	0	0	0	0	0	0	1
Fungi_sp_330	0	0	0	0	0	0	1	0
Allocanariomyces_tritici_2	0	1	0	0	0	0	0	0
Blastocladiales_sp_12	0	0	0	0	0	1	0	0
Pyrenochaeta_sp_8	0	0	0	0	0	0	1	0
Hermetothecium_mikaniae-micranthae_7	0	1	0	0	0	0	0	0
Westerdykella_dispersa_1	0	0	0	1	0	0	0	0
Fungi_sp_331	0	0	0	1	0	0	0	0
Archaeorhizomycetales_sp_2	0	0	0	0	0	0	0	1
Fungi_sp_332	0	0	0	0	0	0	1	0
Bipolaris_drechsleri_6	1	0	0	0	0	0	0	0
Fungi_sp_333	0	0	0	1	0	0	0	0
Massariosphaeria_roumeguerei_1	0	0	0	0	0	0	1	0
Fungi_sp_334	0	0	0	1	0	0	0	0
Penicillium_spinulosum_1	0	0	0	0	0	0	1	0
Fungi_sp_335	0	0	0	0	0	0	1	0
Cyclothyriella_rubronotata_1	0	0	0	1	0	0	0	0
Chytridiomycota_sp_17	0	0	0	0	0	0	1	0
Neocucurbitaria_aetnensis_34	0	0	0	0	0	0	0	1
Coniosporium_sp_58	0	0	0	0	0	0	1	0
Chytridiomycota_sp_18	0	1	0	0	0	0	0	0
Blastocladiales_sp_13	0	0	0	0	0	0	0	1
Kiskunsagia_ubrizsyi_28	0	0	0	0	0	1	0	0
Coniosporium_sp_59	0	0	0	1	0	0	0	0
Fungi_sp_336	0	0	0	0	1	0	0	0
Endogonales_sp_2	0	0	0	0	0	0	1	0
Massaria_campestris_5	0	0	0	0	0	1	0	0
Sublophiostoma_thailandicum_1	0	0	0	0	0	0	1	0
Nothophoma_ngayawang_9	0	0	0	0	1	0	0	0
Pezizales_sp_10	1	0	0	0	0	0	0	0
Ascomycota_sp_89	0	0	0	0	0	1	0	0
Fungi_sp_337	0	0	0	1	0	0	0	0
Rozellomycota_sp_108	0	0	0	0	0	0	0	1
Davidiellomyces_australiensis_31	1	0	0	0	0	0	0	0
Rozellomycota_sp_109	0	1	0	0	0	0	0	0
Rozellomycota_sp_110	0	0	0	1	0	0	0	0
Sordariomycetes_sp_20	0	1	0	0	0	0	0	0
Lulworthiaceae_sp_7	1	0	0	0	0	0	0	0
Glomeraceae_sp_67	0	1	0	0	0	0	0	0
Onygenales_sp_12	0	1	0	0	0	0	0	0
Neocucurbitaria_aetnensis_35	0	0	0	0	0	0	0	1
Preussia_sp_10	0	0	0	0	0	1	0	0
Kiskunsagia_ubrizsyi_29	0	0	0	0	0	0	1	0
Agaricomycetes_sp_34	0	1	0	0	0	0	0	0
Paraphoma_chlamydocopiosa_2	0	0	0	0	0	0	1	0
Pseudoarthrographis_sp_20	0	0	0	0	0	0	0	1
Agaricomycetes_sp_35	1	0	0	0	0	0	0	0
Polyphialoseptoria_terminaliae_1	0	0	0	0	0	0	1	0
Rozellomycota_sp_111	0	0	0	0	0	0	0	1
Didymosphaeriaceae_sp_2	0	0	0	0	0	0	0	1
Mucorales_sp_1	0	1	0	0	0	0	0	0
Glomeromycota_sp_3	0	0	0	0	0	1	0	0
Neocucurbitaria_aetnensis_36	0	0	0	0	0	0	1	0
Dimorphoma_saxea_6	0	0	0	0	0	0	1	0
Nothophoma_ngayawang_10	0	0	0	0	0	0	0	1
Ascomycota_sp_90	0	1	0	0	0	0	0	0
Sebacinales_sp_10	0	1	0	0	0	0	0	0
Fungi_sp_338	0	1	0	0	0	0	0	0
Fungi_sp_339	0	0	0	0	0	0	0	1
Fungi_sp_340	0	0	0	0	0	1	0	0
Pseudocercospora_paranaensis_7	1	0	0	0	0	0	0	0
Phyllosticta_carochlae_5	0	0	0	0	0	1	0	0
Rubroshiraia_bambusae_2	0	1	0	0	0	0	0	0
Ascomycota_sp_91	0	1	0	0	0	0	0	0
GS11_sp_117	0	0	0	1	0	0	0	0
Alternaria_infectoria_1	0	0	0	0	0	0	1	0
Pyronemataceae_sp_7	0	0	0	0	0	1	0	0
Nothophoma_ngayawang_11	0	0	0	0	0	0	0	1
Pezizaceae_sp_19	1	0	0	0	0	0	0	0
Fungi_sp_341	0	0	1	0	0	0	0	0
Coniosporium_sp_60	0	0	0	0	1	0	0	0
Rozellomycota_sp_112	0	0	1	0	0	0	0	0
Microascaceae_sp_6	0	0	0	0	0	0	1	0
Hermetothecium_mikaniae-micranthae_8	0	0	0	0	0	0	1	0
Knufia_petricola_4	0	0	0	1	0	0	0	0
Hyaloscyphaceae_sp_1	0	0	0	0	0	0	1	0
Fenestella_parafenestrata_70	0	0	0	0	0	0	1	0
Zoopagomycota_sp_3	0	0	0	0	0	1	0	0
Onygenales_sp_13	1	0	0	0	0	0	0	0
GS11_sp_118	0	0	0	0	0	1	0	0
Chaetothyriales_sp_28	0	0	0	1	0	0	0	0
Pseudobaeospora_sp_1	0	0	0	0	0	0	0	1
Agaricales_sp_15	0	0	1	0	0	0	0	0
Dictyosporiaceae_sp_3	0	0	0	0	0	0	1	0
Dlhawksworthia_clematidicola_2	0	0	0	1	0	0	0	0
Chaetothyriales_sp_29	0	0	0	1	0	0	0	0
Exserohilum_khartoumense_10	0	0	0	0	0	1	0	0
Neocucurbitaria_aetnensis_37	0	1	0	0	0	0	0	0
Pseudoarthrographis_sp_21	0	0	0	0	0	0	0	1
Heterophoma_nobilis_6	0	0	0	1	0	0	0	0
Fungi_sp_342	0	0	0	0	0	0	0	1
Ascomycota_sp_92	0	0	0	0	0	0	1	0
Fungi_sp_343	0	0	0	0	0	0	1	0
Blastocladiales_sp_14	0	0	0	0	0	0	1	0
Celotheliaceae_sp_2	0	0	0	0	0	1	0	0
Elaphomyces_borealis_2	0	0	0	0	0	0	0	1
Tulasnellaceae_sp_1	0	0	0	0	0	0	0	1
Fungi_sp_344	0	0	0	1	0	0	0	0
Pezizomycotina_sp_22	0	0	0	0	0	0	1	0
Pezizomycotina_sp_23	0	0	0	0	0	0	0	1
Arthrocladium_tropicale_2	0	0	0	0	0	1	0	0
Dictyosporiaceae_sp_4	0	0	0	1	0	0	0	0
Pyrenochaeta_sp_9	0	0	0	1	0	0	0	0
Xylariales_sp_8	0	0	0	0	0	0	1	0
Massaria_inquinans_2	0	0	0	0	0	1	0	0
Fomitopsidaceae_sp_1	0	0	0	0	0	1	0	0
Elaphomyces_sp_1	0	0	0	0	0	0	1	0
GS11_sp_119	0	0	0	0	0	1	0	0
Phallales_sp_1	0	0	0	0	0	0	0	1
GS11_sp_120	0	0	0	0	0	0	1	0
GS11_sp_121	0	0	0	0	0	0	0	1
Agaricomycetes_sp_36	0	0	0	0	0	0	1	0
Glomeraceae_sp_68	1	0	0	0	0	0	0	0
Ascomycota_sp_93	0	0	0	0	0	0	1	0
Massaria_inquinans_3	0	0	0	0	0	1	0	0
Pezizales_sp_11	0	0	0	0	0	0	0	1
zz_no_fungi_17	0	0	0	0	0	1	0	0
Fungi_sp_345	0	0	0	1	0	0	0	0
Fungi_sp_346	1	0	0	0	0	0	0	0
Fenestella_parafenestrata_71	0	0	0	0	0	0	0	1
Fungi_sp_347	0	0	0	0	0	0	1	0
Acarosporales_sp_1	0	1	0	0	0	0	0	0
Coniosporium_sp_61	0	0	0	0	0	0	1	0
Pleosporales_sp_34	0	1	0	0	0	0	0	0
Paraphoma_chlamydocopiosa_3	0	0	0	0	0	0	1	0
Rozellomycota_sp_113	0	0	0	0	0	0	1	0
Herpotrichiellaceae_sp_16	1	0	0	0	0	0	0	0
Chytridiomycota_sp_19	0	0	0	0	0	1	0	0
Herpotrichiellaceae_sp_17	0	1	0	0	0	0	0	0
GS11_sp_122	1	0	0	0	0	0	0	0
Ceratobasidiaceae_sp_7	0	0	0	0	0	0	1	0
Ascomycota_sp_94	0	1	0	0	0	0	0	0
Helminthosporium_genistae_12	0	0	0	0	0	0	0	1
Arthrographis_sp_8	0	0	0	1	0	0	0	0
Fungi_sp_348	0	0	0	0	0	0	0	1
Xylariales_sp_9	0	0	0	0	0	0	1	0
GS11_sp_123	0	0	0	0	0	0	1	0
Diatrypaceae_sp_1	0	1	0	0	0	0	0	0
GS16_sp_4	0	0	0	0	0	0	1	0
Pezizaceae_sp_20	1	0	0	0	0	0	0	0
Glomerales_sp_4	0	0	0	0	0	0	1	0
Liangia_sinensis_1	0	0	0	1	0	0	0	0
Tympanidaceae_sp_2	0	0	0	0	0	0	0	1
Fungi_sp_349	0	0	0	0	0	0	1	0
Rozellomycota_sp_114	0	0	0	1	0	0	0	0
Fungi_sp_350	0	0	0	0	0	0	1	0
Coniosporium_sp_62	0	0	0	1	0	0	0	0
Fungi_sp_351	0	0	0	1	0	0	0	0
Kiskunsagia_ubrizsyi_30	0	0	0	0	0	1	0	0
Spizellomycetales_sp_9	0	0	0	0	0	0	0	1
Fungi_sp_352	0	0	0	0	0	1	0	0
GS05_sp_10	0	0	0	0	0	0	1	0
Stemphylium_vesicarium_3	0	0	0	0	0	0	0	1
Acrocalymma_ampeli_6	0	0	0	0	0	0	1	0
Fungi_sp_353	0	0	0	0	0	0	1	0
Epicoccum_thailandicum_9	0	0	0	0	0	0	1	0
Ascomycota_sp_95	0	0	0	0	0	0	0	1
GS11_sp_124	0	0	0	0	0	0	0	1
Neocamarosporium_sp_1	0	1	0	0	0	0	0	0
Glomeraceae_sp_69	0	0	0	0	0	0	1	0
Fungi_sp_354	0	0	0	0	0	0	0	1
Sordariales_sp_22	0	0	0	0	0	0	0	1
Fungi_sp_355	1	0	0	0	0	0	0	0
Neocamarosporium_salsolae_1	0	0	0	0	0	0	0	1
Rasamsonia_piperina_3	0	1	0	0	0	0	0	0
Cladosporium_herbarum_3	0	0	0	0	0	0	1	0
Knufia_sp_8	0	0	0	1	0	0	0	0
Neocallimastix_californiae_1	13	34	2	3	0	2	40	7
Neocallimastix_cameroonii_1	35	1	0	0	0	3	0	3
Caecomyces_churrovis_1	0	0	0	1	0	0	4	0
Cyllamyces_aberensis_1	0	4	0	1	0	0	0	0
Piromyces_sp_1	0	0	0	0	0	0	2	2
Neocallimastix_californiae_2	0	0	0	0	0	0	0	3
Piromyces_sp_2	0	0	0	2	0	0	0	0
Caecomyces_communis_1	0	0	0	0	0	0	1	0
Piromyces_sp_3	0	0	0	0	0	0	1	0
Caecomyces_churrovis_2	0	0	0	1	0	0	0	0
Cyllamyces_aberensis_2	0	1	0	0	0	0	0	0
Caecomyces_churrovis_3	0	0	0	1	0	0	0	0
Cyllamyces_aberensis_3	0	0	0	0	0	0	1	0
Caecomyces_communis_2	0	1	0	0	0	0	0	0
Anaeromyces_mucronatus_1	0	0	0	1	0	0	0	0
Caecomyces_communis_3	0	0	0	1	0	0	0	0
Remotididymella_anthropophila_1	284	448	4	154	0	933	852	70
Metarhizium_robertsii_1	39	742	2	119	0	590	435	59
Hannaella_zeae_1	5	2	1626	0	0	0	4	13
Hirsutella_hongheensis_1	171	421	23	259	1	21	310	46
Cordyceps_fumosorosea_1	6	2	1105	2	1	6	2	11
Cordyceps_fumosorosea_2	4	0	3	769	0	0	4	6
Paracremonium_inflatum_1	52	10	0	21	1	444	32	71
Nigrograna_jinghongensis_1	2	0	0	37	0	250	1	6
Cordyceps_fumosorosea_3	3	1	3	226	1	4	8	7
Exophiala_dermatitidis_1	1	31	1	191	0	2	14	9
Arthrobotrys_dactyloides_1	1	1	0	0	238	1	0	2
Cordyceps_fumosorosea_4	87	2	4	2	0	6	59	77
Arachnomyces_sp_1	2	2	1	0	0	168	1	2
Acaulium_caviariforme_1	76	2	0	1	2	2	0	3
Ochroconis_tshawytschae_1	0	7	0	3	0	1	66	2
Acaulium_retardatum_1	6	1	2	28	0	1	1	13
Haptocillium_sp_1	0	48	0	0	0	0	0	0
Nigrograna_jinghongensis_2	20	4	0	10	0	1	12	0
Holtermannia_saccardoi_1	0	0	0	0	0	0	31	8
Cordyceps_fumosorosea_5	0	0	0	0	0	0	6	33
Cordyceps_fumosorosea_6	0	0	0	0	0	30	0	6
Cordyceps_fumosorosea_7	0	1	0	0	0	0	33	1
Ascosphaera_larvis_1	0	31	0	0	0	0	0	0
Rinaldiella_pentagonospora_1	0	0	0	0	30	0	0	1
Cordyceps_fumosorosea_8	0	1	0	0	0	0	26	0
Ascosphaera_larvis_2	0	7	0	17	0	0	0	0
Arthroderma_redellii_1	0	2	0	7	0	0	8	3
Nigrograna_sp_1	17	0	0	0	0	0	0	1
Arthroderma_redellii_2	4	4	0	9	0	0	1	0
Ochroconis_helicteris_1	1	0	0	0	0	8	0	9
Brachyphoris_oviparasitica_1	13	1	0	0	0	0	1	1
Cordyceps_fumosorosea_9	5	3	0	0	0	0	8	0
Pochonia_globispora_1	0	0	0	0	0	0	15	0
Exophiala_sp_1	7	0	0	0	0	1	0	6
Ascosphaera_larvis_3	0	1	0	7	0	1	4	1
Cordyceps_fumosorosea_10	0	6	0	0	0	5	1	0
Cordyceps_fumosorosea_11	0	9	1	1	0	0	0	0
Exophiala_equina_1	7	0	0	1	0	0	1	1
Cordyceps_fumosorosea_12	0	0	0	0	0	0	9	0
Ascosphaera_larvis_4	0	0	0	0	0	0	8	1
Purpureocillium_lavendulum_1	0	0	0	0	0	9	0	0
Catenaria_sp_1	1	6	0	0	0	1	0	0
Cutaneotrichosporon_curvatum_1	0	0	0	0	0	0	6	2
Cutaneotrichosporon_moniliiforme_1	0	0	0	0	0	0	2	5
Cordyceps_fumosorosea_13	0	0	0	0	0	0	5	1
Cordyceps_fumosorosea_14	0	0	0	0	0	1	0	5
Ascosphaera_larvis_5	6	0	0	0	0	0	0	0
Ascosphaera_larvis_6	0	0	0	0	0	0	1	5
Ascosphaera_larvis_7	0	5	0	0	0	0	0	0
Scolecobasidium_minimum_1	0	0	0	0	0	0	1	3
Trichosporon_asahii_1	0	1	0	3	0	0	0	0
Hirsutella_proturicola_1	0	1	0	0	0	0	3	0
Cordyceps_changbaiensis_1	0	3	0	0	0	0	0	0
Metacordyceps_chlamydosporia_1	0	2	0	0	0	0	1	0
Scolecobasidium_minimum_2	0	0	0	0	0	0	3	0
Ascosphaera_larvis_8	0	3	0	0	0	0	0	0
Nigrograna_jinghongensis_3	0	0	0	0	0	0	3	0
Ochroconis_helicteris_2	1	0	0	0	0	0	0	2
Cordyceps_fumosorosea_15	0	1	0	0	0	1	0	1
Brachyphoris_oviparasitica_2	0	0	0	0	0	0	0	2
Cordyceps_fumosorosea_16	0	0	0	0	0	0	2	0
Brachyphoris_oviparasitica_3	0	0	0	0	0	1	1	0
Gibellula_pigmentosinum_1	0	1	0	0	0	0	1	0
Metapochonia_microbactrospora_1	0	2	0	0	0	0	0	0
Hannaella_luteola_1	0	0	0	2	0	0	0	0
Acaulium_retardatum_2	2	0	0	0	0	0	0	0
Arthroderma_redellii_3	0	0	0	0	0	2	0	0
Ochroconis_tshawytschae_2	0	0	0	2	0	0	0	0
Brachyphoris_oviparasitica_4	2	0	0	0	0	0	0	0
Paraisaria_arcta_1	0	0	0	2	0	0	0	0
Cordyceps_fumosorosea_17	0	0	0	1	0	1	0	0
Ochroconis_sp_1	0	0	0	0	0	0	0	2
Hirsutella_proturicola_2	0	0	0	0	0	0	2	0
Purpureocillium_lavendulum_2	0	0	0	0	0	0	1	1
Arthroderma_redellii_4	0	0	0	0	0	0	2	0
Scolecobasidium_humicola_1	0	0	0	2	0	0	0	0
Cutaneotrichosporon_cutaneum_1	0	2	0	0	0	0	0	0
Cordyceps_fumosorosea_18	0	0	0	0	0	0	2	0
Cordyceps_changbaiensis_2	0	0	0	0	0	0	2	0
Vacuiphoma_bulgarica_1	0	0	0	0	0	0	0	1
